ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region,assigned_pct_identity,validation_flag,best_congener,best_congener_pct_identity,n_congeners_in_db,congeners_in_db,n_congeners_missing,congeners_missing,final_decision,decision_confidence,decision_reason,cleaned_species
ASV257,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 5,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali,98.8,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,4573km from known range with 3 local congener(s),
ASV258,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 14,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,98.3,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV259,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 6,Molva molva,584,156,428,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Molva molva
ASV260,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis,Eukaryota,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis 5,Myoxocephalus quadricornis,2112,1304,808,288.88861603725195,,,False,True,PLAUSIBLE,,99.4,NO_CONGENERS,,,0.0,,0.0,,KEEP,LOW,"Geographic PLAUSIBLE, 99.4% match (no congeners to compare)",Myoxocephalus quadricornis
ASV261,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus microps,Eukaryota,Pomatoschistus microps,Pomatoschistus microps,Pomatoschistus microps 2,Pomatoschistus microps,1,1,0,0,,,True,True,CONFIRMED,,99.4,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 99.4% match (monotypic/rare genus)",Pomatoschistus microps
ASV262,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 2,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo trutta,100.0,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV263,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 5,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Scomber scombrus
ASV264,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus abyssinicus,Eukaryota,Turdus abyssinicus,Turdus abyssinicus,Turdus abyssinicus 2,Turdus abyssinicus,28166,28166,0,6494.575079152401,9.080378,38.721678,False,False,DOUBTFUL,Turdus albicollis; Turdus albocinctus; Turdus amaurochalinus; Turdus anthracinus; Turdus ardosiaceus; Turdus assimilis; Turdus atriceps; Turdus atrogularis; Turdus atrogularis x eunomus/naumanni; Turdus aurantius; Turdus badius; Turdus bewsheri; Turdus borbonicus; Turdus boulboul; Turdus bresciensis; Turdus capensis; Turdus cardis; Turdus caudatus; Turdus celaenops; Turdus chiguanco; Turdus chrysolaus; Turdus cochinchinensis; Turdus confinis; Turdus daguae; Turdus debilis; Turdus deningeri; Turdus dissimilis; Turdus eunomus; Turdus falcklandii; Turdus feae; Turdus flavipes; Turdus flavirostris; Turdus fulviventris; Turdus fumigatus; Turdus fuscater; Turdus gigantodes; Turdus ginginianus; Turdus grayi; Turdus gularis; Turdus haplochrous; Turdus harmonicus; Turdus hauxwelli; Turdus helleri; Turdus hortulorum; Turdus ignobilis; Turdus iliacus; Turdus infuscatus; Turdus inquietus; Turdus jamaicensis; Turdus kessleri; Turdus lawrencii; Turdus leschenaulti; Turdus leucomelas; Turdus leucophrys; Turdus leucops; Turdus leucopygus; Turdus lherminieri; Turdus libonyana; Turdus ludoviciae; Turdus maculirostris; Turdus mandarinus; Turdus maranonicus; Turdus maximus; Turdus menachensis; Turdus merula; Turdus migratorius; Turdus morio; Turdus mupinensis; Turdus murinus; Turdus naumanni; Turdus niger; Turdus nigrescens; Turdus nigriceps; Turdus nitens; Turdus nudigenis; Turdus obscurus; Turdus obsoletus; Turdus olivaceofuscus; Turdus olivaceus; Turdus olivater; Turdus orientalis; Turdus orpheus; Turdus pallidus; Turdus pectoralis; Turdus pelios; Turdus phaeus; Turdus philomelos; Turdus pilaris; Turdus plebejus; Turdus plumbeus; Turdus poliocephalus; Turdus ravidus; Turdus reevei; Turdus roehli; Turdus rubripes; Turdus rubrocanus; Turdus ruficollis; Turdus rufitorques; Turdus rufiventris; Turdus rufopalliatus; Turdus sanchezorum; Turdus serranus; Turdus simillimus; Turdus smithi; Turdus spec; Turdus strigatus; Turdus subalaris; Turdus swalesi; Turdus tephronotus; Turdus torquatus; Turdus triostegus; Turdus unicolor; Turdus variegatus; Turdus viscivorus; Turdus vociferans; Turdus xanthorhynchus; Turdus zeylonicus; Turdus zeylonus,99.5,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,6495km from known range with 118 local congener(s),
ASV265,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 9,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,98.2,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.2% match (monotypic/rare genus)",Pollachius virens
ASV266,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus abyssinicus,Eukaryota,Turdus abyssinicus,Turdus abyssinicus,Turdus abyssinicus 3,Turdus abyssinicus,28166,28166,0,6494.575079152401,9.080378,38.721678,False,False,DOUBTFUL,Turdus albicollis; Turdus albocinctus; Turdus amaurochalinus; Turdus anthracinus; Turdus ardosiaceus; Turdus assimilis; Turdus atriceps; Turdus atrogularis; Turdus atrogularis x eunomus/naumanni; Turdus aurantius; Turdus badius; Turdus bewsheri; Turdus borbonicus; Turdus boulboul; Turdus bresciensis; Turdus capensis; Turdus cardis; Turdus caudatus; Turdus celaenops; Turdus chiguanco; Turdus chrysolaus; Turdus cochinchinensis; Turdus confinis; Turdus daguae; Turdus debilis; Turdus deningeri; Turdus dissimilis; Turdus eunomus; Turdus falcklandii; Turdus feae; Turdus flavipes; Turdus flavirostris; Turdus fulviventris; Turdus fumigatus; Turdus fuscater; Turdus gigantodes; Turdus ginginianus; Turdus grayi; Turdus gularis; Turdus haplochrous; Turdus harmonicus; Turdus hauxwelli; Turdus helleri; Turdus hortulorum; Turdus ignobilis; Turdus iliacus; Turdus infuscatus; Turdus inquietus; Turdus jamaicensis; Turdus kessleri; Turdus lawrencii; Turdus leschenaulti; Turdus leucomelas; Turdus leucophrys; Turdus leucops; Turdus leucopygus; Turdus lherminieri; Turdus libonyana; Turdus ludoviciae; Turdus maculirostris; Turdus mandarinus; Turdus maranonicus; Turdus maximus; Turdus menachensis; Turdus merula; Turdus migratorius; Turdus morio; Turdus mupinensis; Turdus murinus; Turdus naumanni; Turdus niger; Turdus nigrescens; Turdus nigriceps; Turdus nitens; Turdus nudigenis; Turdus obscurus; Turdus obsoletus; Turdus olivaceofuscus; Turdus olivaceus; Turdus olivater; Turdus orientalis; Turdus orpheus; Turdus pallidus; Turdus pectoralis; Turdus pelios; Turdus phaeus; Turdus philomelos; Turdus pilaris; Turdus plebejus; Turdus plumbeus; Turdus poliocephalus; Turdus ravidus; Turdus reevei; Turdus roehli; Turdus rubripes; Turdus rubrocanus; Turdus ruficollis; Turdus rufitorques; Turdus rufiventris; Turdus rufopalliatus; Turdus sanchezorum; Turdus serranus; Turdus simillimus; Turdus smithi; Turdus spec; Turdus strigatus; Turdus subalaris; Turdus swalesi; Turdus tephronotus; Turdus torquatus; Turdus triostegus; Turdus unicolor; Turdus variegatus; Turdus viscivorus; Turdus vociferans; Turdus xanthorhynchus; Turdus zeylonicus; Turdus zeylonus,98.9,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,6495km from known range with 118 local congener(s),
ASV268,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 3,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,,98.2,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.2% match (monotypic/rare genus)",Gadus morhua
ASV269,Eukaryota,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Eukaryota,Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica,48956,48956,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Hirundo rustica
ASV270,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 15,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,87.2,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_ORDER,HIGH,Sequence only 87.2% - below family threshold (88.0%),
ASV271,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 7,Molva molva,584,156,428,0,,,True,True,CONFIRMED,,98.8,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.8% match (monotypic/rare genus)",Molva molva
ASV272,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 2,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV273,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Eukaryota,Canis lupus,Canis lupus,Canis lupus 2,Canis lupus,2181,2181,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Canis lupus
ASV274,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 10,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,95.3,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 95.3% (below 98.0% threshold),
ASV275,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 19,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,94.9,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV276,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis montagui,Eukaryota,Liparis montagui,Liparis montagui,Liparis montagui 1,Liparis montagui,22,22,0,0,,,True,True,CONFIRMED,,99.4,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 99.4% match (monotypic/rare genus)",Liparis montagui
ASV277,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 20,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,96.0,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV278,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 11,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,98.2,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.2% match (monotypic/rare genus)",Pollachius virens
ASV279,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis montagui,Eukaryota,Liparis montagui,Liparis montagui,Liparis montagui 2,Liparis montagui,22,22,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Liparis montagui
ASV280,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 8,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,98.8,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.8% match (monotypic/rare genus)",Gobiusculus flavescens
ASV281,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra lutra,Eukaryota,Lutra lutra,Lutra lutra,Lutra lutra,Lutra lutra,8773,8773,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Lutra lutra
ASV282,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,Eukaryota,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,165,40,125,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Anarhichas lupus
ASV283,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 14,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,92.4,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 92.4% (below 98.0% threshold),
ASV284,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 6,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Scomber scombrus
ASV286,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 9,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,98.8,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.8% match (monotypic/rare genus)",Gobiusculus flavescens
ASV287,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Galeus,Galeus melastomus,Eukaryota,Galeus melastomus,Galeus melastomus,Galeus melastomus,Galeus melastomus,854,161,693,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Galeus melastomus
ASV289,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius,Eukaryota,,Merluccius,Merluccius 1,,,,,,,,,,,,0.0,GENUS_ONLY,Merluccius merluccius,94.2,12.0,Merluccius albidus; Merluccius angustimanus; Merluccius australis; Merluccius bilinearis; Merluccius capensis; Merluccius gayi; Merluccius hubbsi; Merluccius merluccius; Merluccius paradoxus; Merluccius polli,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV290,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 21,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,93.7,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV291,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Lota,Lota lota,Eukaryota,Lota lota,Lota lota,Lota lota 2,Lota lota,4872,4872,0,0,,,True,True,CONFIRMED,,98.2,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.2% match (monotypic/rare genus)",Lota lota
ASV292,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 22,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV293,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 7,,,,,,,,,,,,0.0,GENUS_ONLY,Clupea pallasii,97.1,2.0,Clupea harengus; Clupea pallasii,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV295,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 15,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,86.9,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_ORDER,HIGH,Sequence only 86.9% - below family threshold (88.0%),
ASV296,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 16,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,86.4,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_ORDER,HIGH,Sequence only 86.4% - below family threshold (88.0%),
ASV297,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus sonneratii,Eukaryota,Gallus sonneratii,Gallus sonneratii,Gallus sonneratii,Gallus sonneratii,115239,115239,0,6281.434636130396,24.585649,72.705704,False,False,DOUBTFUL,,100.0,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,HIGH,Geographic DOUBTFUL + DB NO_CONGENERS,
ASV298,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 12,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,86.9,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_ORDER,HIGH,Sequence only 86.9% - below family threshold (88.0%),
ASV299,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 30,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,97.7,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 97.7% (below 98.0% threshold),
ASV300,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 6,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali,97.6,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,HIGH,Geographic DOUBTFUL + sequence only 97.6%,
ASV301,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius pollachius,Eukaryota,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,1170,265,905,0,,,True,True,CONFIRMED,,94.8,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 94.8% (below 98.0% threshold),
ASV302,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 10,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,98.2,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.2% match (monotypic/rare genus)",Gobiusculus flavescens
ASV303,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 3,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo macrostigma,87.1,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV305,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 4,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,,98.8,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 98.8% match (monotypic/rare genus)",Gadus morhua
ASV307,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 23,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus phoxinus,92.6,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV308,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 24,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
